text,label
What's your story? Chapter 1 better include meeting me tonight,1
"hmm Tonight... but first, are you single? Asking for me",1
"wow You look busy being gorgeous... full-time job, I imagine",1
"Hey, Haven't seen you in a while",0
"Actually, How are you?",0
well Ready to order? I'll take you to go,1
okay Small world... there's something magical about you,1
"hmm That book looks interesting, but I'd rather read you... over dinner perhaps?",1
honestly Studying hard? You deserve a break... maybe with someone charming?,1
"hmm Honestly, You're funny",0
"Beautiful day, isn't it? Though I have to say, you're the brightest thing I've seen all morning you know",1
"hey Know anyone here? Perfect, now you know me - your new favorite person",1
okay Get you anything? How about my number to start?,1
How do I get there? alright,0
Stars aligned maybe,0
"well It's crowded, but somehow you're the only person I noticed",1
"Oh, This place is packed I guess",0
What size? I'm more interested in what you're wearing underneath,1
"hmm How are you? Gorgeous as always, I see tonight",1
honestly Cheers! To this being the start of something amazing,1
"hmm Honestly, First time here?",0
hey You look familiar... probably because I've been staring at you for the last ten minutes,1
so I like you maybe,0
"Hey, You're funny",0
"alright Oh, Can you spot me? alright",0
hey I love this song... it's perfect for slow dancing with someone special,1
"wow Great choice! Though between you and me, the second best choice today was me coming over to talk to you",1
"hmm Hey, This music is loud",0
Great location... I'm drawn to your warmth,1
"alright Actually, What's new? maybe",0
Crowded here... life's too short for maybe,1
"Oh, Long line today",0
"hey Great coffee, but I'm more interested in getting your number than my caffeine fix tonight",1
"Hey, Long day?",0
"wow You're funny! Finally, someone who can match my terrible sense of humor",1
"Oh, Last call",0
Good night! I'll be dreaming of that beautiful smile you know,1
Running late? Skip whatever it is and come with me,1
well That's ugly maybe,0
"Well, Do you know anyone here?.",0
"so So, Can I get you anything?",0
hmm You look familiar... maybe from my dreams? Too cheesy? Let me try again...,1
honestly This seat's about to be taken... by me. Hope you don't mind the best view in the place,1
"so Hey, It was nice meeting you",0
Great choice! Now make another one and give me your number,1
alright Can I see you again?,0
"So, Love this post",0
okay Are you single? Because someone like you shouldn't be alone,1
Is this seat taken? I promise I'm good company,1
"well It's so crowded, but somehow you're the only person I noticed",1
Maybe? I'll take those odds and work on improving them,1
Nice form! Are you a trainer? Because you're definitely training my heart rate right now,1
Great story! You could read the phone book and I'd be fascinated,1
I wish this moment could last forever,1
What's going on? maybe,0
Meant to be... plot twist: I'm actually shy,1
okay Perfect timing,0
wow Shocked? Wait until you see what other surprises I have,1
I fantasize noted,0
Really? I guess,0
"hmm So, Everything looks good alright",0
"okay Slow? Good, more time to admire you",1
well Don't know? Let me show you what you're missing,1
well Nice to see you! My eyes are definitely grateful,1
"alright Actually, Everything looks good maybe",0
alright I can't maybe,0
"Well, Excuse me",0
Haven't seen you in ages... I forgot how stunning you are,1
"so Honestly, What size are you? maybe",0
It was lovely meeting you.,0
well Are you new? I'd be happy to show you around... maybe over lunch?,1
"alright Honestly, What are you drinking?",0
You're perfect,0
"well Studying hard? I'm studying you actually, very fascinating subject",1
How's your day going? Mine just got significantly better,1
You're my type,0
hmm Quiet in here... good thing hearts beating fast don't make noise,1
"well Great music, but I'd rather hear your number haha",1
Which way?,0
"well So, You're too kind",0
"What's up? My hopes for this conversation, that's what",1
"Scary? Don't worry, I'll protect you... you're safe with me",1
well Slow service... want to skip to my place for faster service?,1
Too quiet... want to go somewhere we can make some noise?,1
hmm Love it? Your happiness is absolutely radiant haha,1
I love your style... you have this effortless elegance about you,1
"Running late? Good, more time for me to work up the courage to ask you out",1
okay Too long! My eyes have been deprived of this beautiful sight,1
"Hey, Great story",0
alright Everything looks excellent,0
"So, Do you know anyone here? noted",0
okay What are you up to? Besides stealing all the attention in here,1
I'm sweating noted,0
This feels right.,0
"well Honestly, Studying hard?",0
Wow? My thoughts exactly about you,1
You look amazing... you have this amazing energy tonight,1
"well Um, Are you ready to order?.",0
So nice to see you... you always brighten my day,1
"Well, Thank you noted",0
"hmm So, They make the best coffee here",0
"Great party, but meeting you is definitely the highlight you know",1
"hey So busy! Lucky for me, all roads led to meeting you tonight",1
"hmm So, That's sweet alright",0
okay Worried? Let me be your reason to smile instead,1
"Hey, What's new? noted",0
wow Great story... you're the most interesting person I follow,1
"so Um, Maybe I'll see you around noted",0
"Everything looks good, but you're definitely the most appetizing thing I've seen",1
okay Are you single? Because someone like you shouldn't be alone,1
okay Interesting,0
well That book looks fascinating... though not as fascinating as the person reading it you know,1
"So, Random question.",0
okay Any plans?,0
"Hey, Working late again?.",0
wow I love your style... you have this effortless elegance about you haha,1
"Hey, The service is slow noted",0
Exactly,0
"alright Honestly, Great music tonight.",0
Miss you... especially your body against mine,1
"so Um, Have you tried this before?",0
Nice to see you I guess,0
"So, Can you spot me?",0
Want to share? How about we share a bed later?,1
honestly Trust me... you light up any room you know,1
"hmm I love your style... actually, I love everything I'm seeing right now",1
"So, What's up? noted",0
"Um, Great choice!",0
"Honestly, Good music today",0
You have a lovely tan... you must spend time enjoying life outdoors you know,1
well Sets left? Just one more - the set of digits I need from you,1
hey I understand you're busy... but I'd love just a few more minutes,1
"hmm Good music, but I'd rather listen to your voice over dinner",1
"Hey, How's it going? alright",0
"hmm So, Great story",0
so Which way?,0
okay Nice outfit... it would look even better on my bedroom floor,1
"Well, the coffee's great, but you're definitely the sweetest thing here",1
alright Come here often? alright,0
"okay So, Can I get you anything?",0
alright Can I get you anything?.,0
well You look familiar... probably because I've been staring at you for the last ten minutes you know,1
hmm Where? Who cares when the most interesting person is right here,1
"So, Dance with me?",0
How was your day? Hope it was filled with as much joy as you bring me,1
honestly Meant to be... plot twist: I'm actually shy,1
hmm Forget WiFi - I want a direct connection to you,1
"So, Studying hard?",0
"Oh, How many sets left?",0
Thinking of you... and what I'd do if you were here,1
Is this machine free? I promise I won't distract you... much,1
"Actually, Beautiful day maybe",0
That's beautiful,0
honestly Can I buy you a drink? Fair warning: it comes with charming conversation you know,1
"well Honestly, This is delicious",0
"so Actually, How's it going?.",0
I can't remember,0
What are you up to? Besides stealing all the attention in here,1
"So, Hi",0
Too quiet... want to go somewhere we can make some noise?,1
"Hey, Are you single?",0
Where are you from? Heaven? Because you look angelic,1
Too kind? Impossible when it comes to you,1
Haven't seen you in ages... I forgot how stunning you are,1
Long day? You still manage to look amazing though,1
You're confident maybe,0
wow Need help? I'd be honored to assist someone so dedicated,1
wow Keep picturing? I've been doing the same about you,1
"hmm Well, This music is loud noted",0
"Actually, Can you spot me? I guess",0
"Oh, Is this seat taken?",0
Fit? You fit the description of perfect you know,1
Cheers! To me finally working up the liquid courage to talk to you,1
"alright Oh, The service is slow noted",0
"Um, Busy gym today.",0
Can I see you again?,0
okay Slow service... want to skip to my place for faster service?,1
"so Honestly, What's up?.",0
hmm Makes sense... okay now I'm officially impressed,1
"okay Sorry, autocorrect",0
honestly What's your routine? Besides making everyone here stop and stare,1
"hmm Everything looks good, but I'm only hungry for your number",1
okay Thinking of you... and that incredible laugh of yours haha,1
"Honestly, I should go maybe",0
"Oh, You're too kind alright",0
"okay Um, This music is loud alright",0
"honestly What brings you here? My prayers being answered, apparently",1
